"x"
"관람객노래도 괜찮고 무엇보다 영상미가 너무 아름다웠음. 동화기반이다보니 스토리가 좀 빨리 흘러가고 뻔한건 좀 있었는데 어른에게도 교훈을 줄만한 요소들이 많았다고 생각됨  "
"n차 관람 해도 전혀 지루하거나 하지 않았습니다. 윌스미스와 지니는 정말 찰떡이네요!  "
"늙었나봐..그냥 노래부르다 끝난거 같던데..ㅋㅋㅋ  "
"윌스미스 이세상 텐션이 아니다 자스민은 카리스마에 노래하는데 멋있어서 울뻔했다 노래도 겁나잘한다 한번 더 보고싶어진다  "
"관람객역쉬 디즈니~수준이 다르네...♡  "
"관람객너무 재미있어요!!!! 아이도 재미있게 봤네요~~  "
"관람객윌스미스가 이런 역할도 잘 어울리네요 완전 재밌어요  "
"관람객진짜 꼭 봐야하는 띵작!!!!4D가 짱이라는데 그걸로 못봐서 아쉽..  "
"엄청 재미있고 ost도한 마디로 꿀잼!  "
"윌형의 하드캐리 + 쟈스민의 가창력 + 어린시절 추억 = 감동백배  "
"관람객윌스미스 ...역시 실망시키지 않았어요. 약간 엉성한 지니... 넘나 웃기고 잼났어요  "
"관람객알라딘은 별로였지만 지니와 자스민공주가 나오는 장면들은 정말 좋았음. 아이들도  노래나오면 신나하고 즐거운 시간 보냈음  "
"관람객영화가  아름답습니다. 적극추천  "
"관람객윌스미스 없었으면 어쩔....  "
"관람객가족과 같이 관람. 흠잡을데 없었다. 만족만족  "
"관람객너무 재미있어요앞으로 다음 디즈니 실사 영화가 기대가 되네요.  "
"관람객진짜 재밌었어요!! 윌 스미스가 진짜 너무 아름다움ㅋㅋ  "
"관람객어른이봐도 아이가 봐도 재밌는 영화  "
"관람객원작에 없던 사람한명추가와 사랑의 이야기가 좋았습니다자파의 악날함은 약간아쉽  "
"원작을 훨씬 능가하는 디지니 최고의 영화ㅠㅠㅠ진짜 너무 아름답고 재밌어서 세번 봤다 쟈스민 짱!!  "
"진짜 2번봐도한번 더 보고싶은 영화  "
"관람객재밌었어요~ 9살 아이도 함께 봤는데 자막이 쉽고 노래가 많아서 좋아하네요  "
"관람객생각보다 재밌었어요 여자주인공의 신의한수였던듯 노래도잘하고 쟈스민캐릭터랑 너무너무잘어울렸어요  "
"관람객노래도 좋고 영상도 좋다  "
"관람객윌 스미스가 진짜 다했고 기존 원작의 틀을 떄려 부순 최고의 영화  "
"관람객와... 진짜 오늘 또 보러가려고요..  "
"관람객아 너무최고였어요 ㅠㅠㅠㅠ 연기도좋고 캐릭터도찰떡이고  크고다시보니까  잊고지냈던것들도 생각나고  넘좋아요 최고최고  "
"관람객다시봐도 재밌는 영화! 영화관에서 처음으로 2번 본 영화인데 또 보러가고싶네요^^  "
"관람객원작 애니메이션의 명성을 뛰어넘는 실사영화!아이들 때문에 우리말더빙을 보았는데 예전에 비해 더빙 퀄리티도 상당히 진화했네요. 그래도 한글 자막을 추천합니다.  "
"알라딘.. 캐스팅은 나만 아쉬운건가....????ㅠ  "
"관람객스피치리스 노래  넘나 좋음  "
"관람객진짜 너무재밋엇어요 또보고싶당  "
"관람객지니와 공주가 캐리한 영화 / 노래부를때 진한감동이 잊혀지질않네요.  "
"와‥진짜 너무재밌다‥기대안하고본게 미안할정도  "
"엉덩이 들썩거려 혼났네요  "
"알라딘 배우님 존잘 ㅎㄷㄷ 대박나라!! 지니 윌스미스 찰떡이다 진짜. 어우 ost미쳣어  "
"관람객윌 스미스가 하드캐리하여 의도치 않게 원작을 뛰어넘은 실사영화 OST도 좋아요  "
"전체적으로 캐릭터 좋고 내용 좋긴 한데 중반부까지 지루했음. 너무 기대했나봄  "
"한번 더 봐도 손색없을 영화  "
"관람객쵝오의영화 ㅠ  넘나 재밋게봤여요  "
"그냥 존잼~눈귀가즐겁다!ㅋㅋ  "
"윌스미스와 쟈스민의 알라딘! 원작하곤 좀 달라도 실사화가 잘된 영화!  "
"윌스미스가 살렸다는 애들 도대체 뭐냐? 원작애니를 워낙 잘재현했고 알라딘이랑 자스민공주 캐스팅도 괜찮았지만 윌스미스 오바연기 하나가 제일 거슬렸구만. 꼭 노예12년에서 되도않는 분량차지한 브래드 피트 보는듯. 윌스미스 오바 빼고는 그럭저럭.  "
"관람객좋아요 잘만들었어요..  "
"보면서 온몸에소름에소름이역대영화인정요!!!영화속에들어가고싶은마음이였음여운이가시질않음...하 조만간 또한번보러다녀오겠습니다  "
"관람객기대를 안 하고 봤는데 최고.  "
"진짜 2시간동안 동화속에 들어갔다온 기분.. 정말 여운 오래갈거 같고 쟈스민 진짜 존나 예쁘다 진짜  "
"관람객재밋어요~ OST도 좋구 ㅋㅋㅋ 추천  "
"관람객뒤늦게 윌 스미스의 팬이 되어버린 영화!  "
"영화관에서 3번봤는데 볼때마다 새로웠다  "
"지니와 자스민이 다했지만 그것 때문이라도 꼭 봐야하는 영화  "
"겨울왕국을 꺾고 제 인생 디즈니 영화 됐어요  "
"관람객너무너무 잘봤어요~~~  "
"관람객안 본 사람은 있어도 한 번 본 사람은 없을 듯!!! 보고 또 봐도 새로운 감동!!!  "
"관람객OST가 머리에 계속 맴도네요. 애니메이션을 실사로 만들면 어색할 거라는 선입견이 단번에 깨졌습니다. 보고 나면 즐겁고 행복해지는 영화에요.  "
"관람객너무 재밌었어요 아이부터 어른까지 누구나 즐길 수 있는 영화!  "
"관람객또봐야지 또봐야지 또봐야지  "
"포디로 봤는데,,, 저만 재미없었나요 ㅠ 노래는 너무 좋아서 그ㅜ래도 돈은 안아까웠음  "
"관람객영화, 노래, 연기 모든게 완벽!  "
"이런말밖에 안나옴 그냥 개재밌음아쉬운게 있다면 번역 걍 인터넷에 노래 쳐보고 나오는 가사번역이 더 잘 번역했을듯  "
"관람객재밌어용 노래도 좋고 시간 잘갑니다. 다만 아쉬운건 빌런이 약하고 노래가 진짜 레미제라블 급으로 메인인 영화가 아니라서 두 번 보기에는 쪼끔 지루한 감이 있네요.  "
"그저 사랑스러운 영화 ,,  "
"3번 봤습니다 근데도 또 보고싶어여  "
"관람객7세 아이둘과 보기엔 좀 머리가 아팠어요 ㅜㅜ 정신없고~  "
"눈과 귀가 즐거운 화려함  "
"행복한 몰입으로 아주 멋진 뮤지컬 보고 나온 느낌영화~♡♡  "
"시원시원한 진행력, 센스 넘치는 표현력 다 좋았다. 다만 디즈니 역사상 가장 별로인 음악과 왜 넣었는지 모를, 다르게 연출 됬으면 훨씬 좋았다고 생각되는 장면이 있어 조금은 아쉽다.  "
"별점 10점가지고는 평가를 못함...내 인생 영화ㅠㅠ디즈니 실사판은 모두 봤지만 10점 가지고 이 영화를 평가하기에는 부족함ㅠㅠ정말 100점 줘야해ㅠ  "
"자스민공주 정말 이쁘다 ㅠㅠ 어제 브이앱에서 아이즈원이 정말재밋다고 추천하길래 봣는데 정말최고엿다 한번 더보고싶다  "
"관람객초반 개연성은 약하지만 영화관을 나오며 나는 노래를 부르고있음 ㅋㅋㅋ  "
"4DX 2D로 봤는데 옛날 생각 나고 정말 좋았음 연기도 좋고 노래도 좋고.. 또 보러갈거에요!  "
"윌 스미스의 연기와 나오미 스콧의 노래, 메나 마수드의 댄스 다 좋았습니다.  "
"관람객아이들에게 생소한 아랍 문화를 보여줄 수 있는 기회!즐거움은 덤입니다!^^  "
"PC주의에 빠진 디즈니의 X꼬쇼 잘 봤습니다Ost 점수 말고없음  "
"관람객재미있습니다. 아무 생각없이 봤는데 생각보다 더 재밌게 봤네요  "
"윌스미스 사랑해요 ㅎㅎ  "
"정말 재믿게 봣어여 또 보고 싶다  "
"윌스미스는 신의 한수였다.. 나오고나니 지니의 팬이 되어버렸다ㅋㅋ  "
"그냥 10점입니다. 예상밖의 재미  "
"나오미 스캇을 위한 영화 너무이쁨  "
"관람객ㅜㅜ 예매해높고 까먹오 못봤너오 포인트라도 받아야지..  "
"관람객디즈니 실사영화 중에 단연 최고!!! 어린이들은 꼭 보고, 어른들고 꼭 봐야 하는 영화~  "
"자스민도 지니도 알라딘도 다 너무 좋았다. 지니 소개장면은 너무 신나서 같이 춤추고 싶었음ㅋㅋㅋ  "
"완벽한 세계 최고의 뮤지컬 영화! 노래도 배우도 연기도 스토리도 다 좋아요~ 자스민 공주 너무 이쁘고 윌 스미스 형님은 진리!  "
"관람객2번 봤어요. ost가 계속 맴도네요.  "
"별로 재미도 없는데 왜이렇게 인기일까?  인터넷 다운받아서 봐라  "
"윌 스미스 땜 본 영화윌 스미스가 다 했다  "
"윌스미스윌스미스윌스미스  "
"관람객지니가 너무 좋고 자스민은 왜 마음대로 빵나눠줌?  "
"뮤지컬 형식이라 새롭지만 원작의 노래를 여주 노래빼곤 다 같이해서 옛날 향수도 나네요~ 개인적으로 재미있게 봤어요  "
"사실 스미스형이 다 해준거나 마찬가지지만 감동적이고 ost도 느므 좋다  "
"관람객지니 역할이 너무 꿀잼이었던 실사 끝판왕 영화!!  "
"관람객아이랑 같이 봤어요 시간이 후딱 지나가도 모를만큼 영화에 푹 빠져봤어요.. 볼거리도 풍성하고 노래 연기 오...굿입니다  "
"관람객원작을 뛰어넘었다ㅜ !!!!  "
"관람객재미있네요 ost 좋네요  "
"정말잼있어염 다음에는 4d로 볼께요!  "
"관람객아이도엄지척저도엄지척  "
"가이 리치 영화였네????  "
"관람객유치하지만 이런 알라딘도 나쁘지 않네요  "
"쟈스민 보고 너무 감동받아서 3회차 봄  "
"말이 필요 없다 너무 재밌어  "
"관람객너무 좋아요 특히 노래가 좋아요 !!!  "
"관람객어린이 영화가 아니고 가족 모두를 위한 영화 입니다. 강추 입니다.  "
"관람객어른아이 할거없이 몰입해서 재밌게봤어요!  "
"마이 술탄 자스민....  "
"관람객정말로 감동 받아 나는 눈물은 정말 오랜만...자스민이 부르는 스피치리스와 마지막 소원을 빌었을 때 지니의 표정..ㅠㅠ정말 행복 슬픔 분노 즐거움 다 들어있는 종합비타민 같은 영화 였음  "
"한장면한장면 다기억나는 영화  "
"한장면한장면 다기억나는 영화  "
"너무 재밌었어요 또 보고싶네요  "
"진짜 너무 좋은 영화 너무너무너무너무 좋음  "
"관람객재밌어요 특히 윌스미스 짱  "
"러닝타임동안 지루함못느끼고 시간가는줄모르고 본영화  "
"관람객눈물나게 너무 아름답고 재미있었어요  "
"관람객내 기억속 지니는 이렇게 치명적이지 않았다구... 노래오지구 연기오지구 잼낫음!!!오늘부터 재즈민 나오미 입덕이여..  "
"관람객자스민 공주님 넘 이뿌고 노래도 짱 조아요  "
"관람객좋습니다 아주 좋아요 짱  "
"관람객말이 필요없음 그냥 보세요  "
"기대를 많이 해서 그런가 soso~  "
"또보고싶어요알라딘앓이중  "
"정말 잼나요~~~~아름답고  "
"말로 표현할 수 없는 명작  "
"자파 목소리가 깬 몰입을 자스민 목소리가 살렸다  "
"어벤져스가 올해 최고인줄알았는데.. 알라딘.. 최고입니다  "
"안봤으면 후회할뻔요..   노래좋다  "
"31년 인생의 최고 영화가 디즈니의 영화로 바뀌다니  "
"이번주가 마지막이래서 부랴부랴 10차 찍어요ㅠㅠ알라딘 사랑해ㅠㅠㅠ 자스민 사랑해ㅠㅠㅠ  "
"2019년에 봤던 영화 중 최고의 영화  "
"진짜 기대안하고 봤는데 그 이상으로 너무 재미있고 안보면 진짜 후회하는 영화입니다 내용도 너무 재미있고 노래도 너무 즐겁고 계속 생각나요 꼭 봐야하는 영화입니다 저는 2, 3번 정도 봤어요 계석 봐도 재미있는 영화입니다  "
"관람객자스민 공주 노래  부를때 소오오오름  "
"내인생 디즈니 영화중 최고!!!  "
"관람객뻔한 스토리지만 대사와 장면들이 너무아름다웠어요!  "
"관람객아름다운 영화를 볼수있어서 행복했어요.  "
"관람객기대이상으로 정말 재미있었다  "
"관람객너무 재미있게 잘봤어요. 아이도어른도 즐거운 시간이었어요~~~  "
"관람객정말 처음부터 끝까지 지루한 틈도 없고재밌고 감동적이고 여튼 정말 대단한 영화 !!집에와서도 자꾸 생각나는 영화 이영화는 두번 아니 몇번봐도 안질린다 짱이다  "
"자스민 보느라 2시간 뚝딱ㅎㅎ 영화제목 지니라고 해도될것 같아요  "
"악당이 연기를 드럽게 못함. 알라딘도 연기 못함. CG 호랑이가 연기 더 잘함 ㅋ 자스민이랑 지니가 살린거나 마찬가지 ㅋㅋ 솔직히 평에 비해 유치했음 ㅋㅋ  "
"마음을 정화시키는 마법의 영화  "
"관람객윌스미스때문에 보러간건데요 쟈스민공주가 너무 예쁘고 노래도 잘 불러 깜짝 놀랐어요. 잔망스러운 지니덕에 같이 발춤추고 있었네요. 애들이랑 가서 우리말녹음 봐서 좀 아쉽네요.  "
"진짜 인생영화입니다 꼭 보세요 강추  "
"또 보고싶은 영화. 생각하면 행복해지는 영화.  "
"관람객매력쟁이 지니 좋아요~~ 노래도 좋구요  "
"관람객기대 초월진짜 재밌게봤어요 ㅋㅋ원작과는 또 다른 재미  "
"관람객제이가 외계인은 안 때려잡고 춤을 춰서 기분 요상한 영화 그치만 눈이 넘 즐거웠음  "
"ㅜㅜ 그냥최고  너무재밌다  "
"너무 너무 재밌었습니다.. 정말 2번 보면 안보였던게 보이더라구요ㅎㅎ 노래도 진짜 너무 좋고 ㅠㅠ 내용도 재밌었고ㅜㅜ  "
"아뤠이비엔 나아아아잇  "
"아뤠이비엔 나아아아잇  "
"관람객정말 정말 강추합니다.  "
"나오미스콧 정말예뻐요~~♡  "
"정말 보기 싫다고 지루할 거 같다고 했던 지난날의 제가 정말 어우 후회스러웠습니다 정말 너무 재밌었고 너무 뜻깊었습니다 추천합니다  "
"관람객아주 굳~~ 머릿속에 프린스알리가 계속 울린다  "
"어렸을 적 추억을 떠올리게 하는 최고의 영화였습다!  "
"관람객유쾌한 영화. 지니 처음 등장했을때 나오는 노래가 좋았음.  "
"완벽그자체임 너무재미있음  "
"노래부터 미쳤어요 일단 보세요 절대 후회 안합니다  "
"관람객노래가 정말 좋았습니다  "
"이건 봐야 하는 영화입니다 4d로 봐야합니다 이건  "
"관람객월스미스의 하드케리가 돋보인 영화  "
"디즈니 다른 작품 안봐도 이건 꼭 봐야한다  "
"사람들이 말하는 엄청난 대작까지는 아닌거같다원작을 뛰어넘엇다는 분들도 있지만 극히 일부(지니라던가 지니라던가 지니라던가)였으며뭔가 뭐랄까. . . .원작만큼 대작은 아니였던거 같앗다내동심이 사라진거일수도 있지만. . .  "
"뭔 이런 영화가 다 있냐...  "
"관람객한편의 뮤지컬 같은 영화였어요!!너무 멋있고 재밌게 잘 봤습니다!!  "
"진짜 인생 영화ㅠㅠ  알라딘만 3번째 ㅠㅠㅠㅠ  "
"와 진짜 처음부분 노래진짜 좋고너무 좋아요존잼이에요저이거 2번이나봣어요 나중에 돈내고사는거잇으면 사야징  "
"관람객호롤롤롤로 지니 넘모 매력적  "
"행복해지는 영화였어요  "
"관람객진짜 다들 배역에 넘나 잘어울리고 노래도 좋고 웃음포인트 스토리 좋고 나무랄데없는 좋은 영화였습니다 온가족이 재밌게 보고왔어요 ㅎㅎ  "
"안데르스 왕자 ㅋㅋㅋ연기 개잘함ㅋㅋ목소리 무엇?ㅋ 원숭이가 알라딘 뺨때릴때 ㅋ뿜음ㅋㅋ근데 생각보다 볼거리가 너무없고 술탄과 자파는 쓸데없이 너무 진지한데 유치해서 웃김ㅋㅋ  "
"와우  정말 재미있게 잘 봤음니당  "
"관람객어릴때봤던 재미도 되살리고 볼거리 많다  "
"관람객영화보고 나오자마자 또 예매했습니다  "
"배우들 연기 좋고 힐링 됐습니다.  "
"관람객감동이였어요 너무 재밌음  "
"관람객OST도 너무 인상적이고ㅠㅠㅠ 디즈니 원작인 알라딘 결말과 다르게 간것도 너무 좋았어요ㅠㅠ 무엇보다 지니 마법 연출이 너무 좋았어요 배우들 캐리는 말할거없고ㅠ  "
"관람객너무나도 힐링이 되는 영화였어요 굳!  "
"처음에 볼 때 유치해서 지루햇는데 보면볼 수록 빠져든 영화  "
"자스민은 개이쁘고Spechless 명장면이고윌스미스가 하드캐리한 영화  "
"처음부터 진부한이야기전개로 지루했고 페미니스트적요소가 보여 불편했다 노래는 정말좋다  "
"요술램프 찌니~~ ??  "
"관람객시간 가는 줄 모르고 봤어요  "
"저는 정말 존윅을 좋아하는데 이런 만화같은 실사 안좋아하는데 보고 울었음 어휼뉴월드ㅠㅠㅠ  "
"관람객나중에 꼭  재개봉하면 좋겠어요.  "
"관람객윌 스미스 핵 재밌고 보는 내내 설레기도 웃기기도 했습니다~!  "
"그냥 미쳐뜸 7차찍고오는길  "
"올해 본 영화중 단연최고^^ 꿀잼  "
"관람객뭔가 보는 내내 2%아쉬웠다면 그건 남주의 이미지가 포스터 만큼만이라도 됐었음 좋았을텐데....란 생각 때문일것이다. 그러나 영화 전반에 걸쳐 대활약하는 윌 스미스와 여주의 포효하며 노래하는 격정적인 장면에서 느꼈던 감동만으로도 충분히 멋진 영화였다.  "
"관람객난 솔직히 별루였다. 얘들 영화로 생각된다.  "
"관람객핵헥헥헷 웰시코기 마냥 재밌네요  "
"진짜 2시간동안 판타지세계다녀온 기분 정말 꿀잼..  "
"관람객배우들 싱크로률 100%, 귀가 즐거운 OST. 모든게 다 너무 좋았어요! 디즈니는 애니도 실사도 너무 좋네요!  "
